,start_lat,start_long,start_index,end_lat,end_long,park_index,day,record_hour,distance_m,time_travel_s
2282,37.478891,126.949992,15,37.454972,126.951899,2,2022-06-26,16,3.349,227
2283,37.478891,126.949992,15,37.460319,126.948958,3,2022-06-26,16,2.5379,189
2284,37.478891,126.949992,15,37.457313,126.952549,5,2022-06-26,16,3.8061,279
2285,37.482838,126.946405,16,37.453852,126.950869,0,2022-06-26,16,4.1231,287
2286,37.482838,126.946405,16,37.455393,126.954787,1,2022-06-26,16,4.1167,260
2287,37.482838,126.946405,16,37.454972,126.951899,2,2022-06-26,16,4.1376,280
2288,37.482838,126.946405,16,37.460319,126.948958,3,2022-06-26,16,3.3265,240
2289,37.482838,126.946405,16,37.463096,126.954647,4,2022-06-26,16,3.0835,250
2290,37.482838,126.946405,16,37.457313,126.952549,5,2022-06-26,16,4.5963,322
2291,37.480794,126.95568,17,37.463096,126.954647,4,2022-06-26,16,2.7407,547
2292,37.468294,126.951011,18,37.455393,126.954787,1,2022-06-26,16,1.9232,216
2293,37.468294,126.951011,18,37.454972,126.951899,2,2022-06-26,16,1.9457,1071
2294,37.468294,126.951011,18,37.460319,126.948958,3,2022-06-26,16,1.1346,787
2295,37.452842,126.953157,19,37.453852,126.950869,0,2022-06-26,16,0.3782,197
2296,37.452842,126.953157,19,37.455393,126.954787,1,2022-06-26,16,0.3203,56
2297,37.452842,126.953157,19,37.460319,126.948958,3,2022-06-26,16,1.1748,394
2298,37.452842,126.953157,19,37.457313,126.952549,5,2022-06-26,16,0.6985,224
2299,37.458845,126.955165,0,37.460319,126.948958,3,2022-07-03,16,1.3261,1132
2300,37.465666,126.949285,1,37.453852,126.950869,0,2022-07-03,16,1.4516,238
2301,37.465666,126.949285,1,37.457313,126.952549,5,2022-07-03,16,2.348,348
2302,37.467632,126.947108,2,37.455393,126.954787,1,2022-07-03,16,2.2354,237
2303,37.467632,126.947108,2,37.460319,126.948958,3,2022-07-03,16,0.89,148
2304,37.470579,126.952287,3,37.455393,126.954787,1,2022-07-03,16,2.208,248
2305,37.470579,126.952287,3,37.454972,126.951899,2,2022-07-03,16,2.2306,643
2306,37.470579,126.952287,3,37.463096,126.954647,4,2022-07-03,16,1.1748,229
2307,37.47089,126.958315,4,37.453852,126.950869,0,2022-07-03,16,2.3416,524
2308,37.47089,126.958315,4,37.463096,126.954647,4,2022-07-03,16,1.4516,429
2309,37.47089,126.958315,4,37.457313,126.952549,5,2022-07-03,16,2.3207,651
2310,37.454492,126.954166,5,37.453852,126.950869,0,2022-07-03,16,0.3879,168
2311,37.454492,126.954166,5,37.460319,126.948958,3,2022-07-03,16,1.1845,396
2312,37.454492,126.954166,5,37.457313,126.952549,5,2022-07-03,16,0.4925,210
2313,37.469163,126.964951,6,37.453852,126.950869,0,2022-07-03,16,2.7391,241
2314,37.469163,126.964951,6,37.455393,126.954787,1,2022-07-03,16,2.2386,237
2315,37.469163,126.964951,6,37.454972,126.951899,2,2022-07-03,16,2.7858,231
2316,37.469163,126.964951,6,37.460319,126.948958,3,2022-07-03,16,3.2911,342
2317,37.469163,126.964951,6,37.463096,126.954647,4,2022-07-03,16,1.8491,243
2318,37.477839,126.959765,7,37.455393,126.954787,1,2022-07-03,16,2.9902,799
2319,37.477839,126.959765,7,37.454972,126.951899,2,2022-07-03,16,3.5373,857
2320,37.477839,126.959765,7,37.463096,126.954647,4,2022-07-03,16,2.6007,731
2321,37.477839,126.959765,7,37.457313,126.952549,5,2022-07-03,16,3.4697,1025
2322,37.460598,126.949101,8,37.453852,126.950869,0,2022-07-03,16,1.2505,517
2323,37.460598,126.949101,8,37.454972,126.951899,2,2022-07-03,16,1.2666,573
2324,37.460598,126.949101,8,37.463096,126.954647,4,2022-07-03,16,1.6335,758
2325,37.447096,126.950394,9,37.454972,126.951899,2,2022-07-03,16,1.17,211
2326,37.447096,126.950394,9,37.460319,126.948958,3,2022-07-03,16,1.5723,175
2327,37.447096,126.950394,9,37.457313,126.952549,5,2022-07-03,16,1.4645,208
2328,37.472462,126.953087,10,37.453852,126.950869,0,2022-07-03,16,2.4382,812
2329,37.472462,126.953087,10,37.455393,126.954787,1,2022-07-03,16,2.4301,218
2330,37.472462,126.953087,10,37.454972,126.951899,2,2022-07-03,16,2.4526,994
2331,37.472462,126.953087,10,37.463096,126.954647,4,2022-07-03,16,1.3969,251
2332,37.472462,126.953087,10,37.457313,126.952549,5,2022-07-03,16,2.9097,313
2333,37.470883,126.942883,11,37.455393,126.954787,1,2022-07-03,16,3.0433,670
2334,37.476741,126.952437,13,37.455393,126.954787,1,2022-07-03,16,2.9081,271
2335,37.476741,126.952437,13,37.457313,126.952549,5,2022-07-03,16,3.3877,354
2336,37.475664,126.952545,14,37.454972,126.951899,2,2022-07-03,16,2.818,1006
2337,37.478891,126.949992,15,37.454972,126.951899,2,2022-07-03,16,3.349,621
2338,37.478891,126.949992,15,37.463096,126.954647,4,2022-07-03,16,2.2933,508
2339,37.478891,126.949992,15,37.457313,126.952549,5,2022-07-03,16,3.8061,812
2340,37.482838,126.946405,16,37.453852,126.950869,0,2022-07-03,16,4.1231,650
2341,37.482838,126.946405,16,37.455393,126.954787,1,2022-07-03,16,4.1167,605
2342,37.482838,126.946405,16,37.454972,126.951899,2,2022-07-03,16,4.1376,704
2343,37.482838,126.946405,16,37.460319,126.948958,3,2022-07-03,16,3.3265,516
2344,37.482838,126.946405,16,37.463096,126.954647,4,2022-07-03,16,3.0835,552
2345,37.480794,126.95568,17,37.453852,126.950869,0,2022-07-03,16,3.7803,582
2346,37.480794,126.95568,17,37.455393,126.954787,1,2022-07-03,16,3.2831,789
2347,37.480794,126.95568,17,37.454972,126.951899,2,2022-07-03,16,3.7948,668
2348,37.480794,126.95568,17,37.460319,126.948958,3,2022-07-03,16,2.9837,559
2349,37.480794,126.95568,17,37.463096,126.954647,4,2022-07-03,16,2.7407,541
2350,37.480794,126.95568,17,37.457313,126.952549,5,2022-07-03,16,3.7626,992
2351,37.468294,126.951011,18,37.460319,126.948958,3,2022-07-03,16,1.1346,811
2352,37.452842,126.953157,19,37.463096,126.954647,4,2022-07-03,16,1.3535,140
2353,37.452842,126.953157,19,37.457313,126.952549,5,2022-07-03,16,0.6985,224
